ticker,sentiment_score,timestamp,data_point_count,source
TSLA,0.3333333333333333,2022-09-29 16:06:09+00:00,1,X
TSLA,-0.1625,2022-09-29 15:45:41+00:00,1,X
TSLA,0.35,2022-09-29 15:39:36+00:00,1,X
TSLA,0.0,2022-09-29 15:35:28+00:00,1,X
TSLA,0.5666666666666667,2022-09-29 15:12:46+00:00,1,X
TSLA,0.45,2022-09-29 15:10:30+00:00,1,X
TSLA,0.5,2022-09-29 15:05:35+00:00,1,X
TSLA,0.22727272727272727,2022-09-29 14:59:50+00:00,1,X
TSLA,0.0,2022-09-29 14:56:35+00:00,1,X
TSLA,-0.1625,2022-09-29 14:56:14+00:00,1,X
TSLA,0.36,2022-09-29 14:54:36+00:00,1,X
TSLA,0.0,2022-09-29 14:50:40+00:00,1,X
TSLA,0.0,2022-09-29 14:39:25+00:00,1,X
TSLA,0.3321428571428572,2022-09-29 14:29:13+00:00,1,X
TSLA,1.0,2022-09-29 14:21:24+00:00,1,X
TSLA,-0.07777777777777778,2022-09-29 14:13:53+00:00,1,X
TSLA,0.0,2022-09-29 14:11:16+00:00,1,X
TSLA,0.0,2022-09-29 13:57:46+00:00,1,X
TSLA,0.195,2022-09-29 13:18:36+00:00,1,X
TSLA,0.0,2022-09-29 12:35:37+00:00,1,X
TSLA,-0.8,2022-09-29 12:30:46+00:00,1,X
TSLA,0.375,2022-09-29 12:28:12+00:00,1,X
TSLA,-0.1,2022-09-29 12:24:07+00:00,1,X
TSLA,0.0,2022-09-29 12:19:44+00:00,1,X
TSLA,0.0,2022-09-29 12:04:10+00:00,1,X
TSLA,-0.125,2022-09-29 12:01:59+00:00,1,X
TSLA,0.48750000000000004,2022-09-29 12:00:53+00:00,1,X
TSLA,0.3333333333333333,2022-09-29 11:06:52+00:00,1,X
TSLA,-0.36944444444444446,2022-09-29 10:58:16+00:00,1,X
TSLA,0.0,2022-09-29 10:20:56+00:00,1,X
TSLA,-0.2,2022-09-29 10:19:44+00:00,1,X
TSLA,0.06818181818181818,2022-09-29 09:29:23+00:00,1,X
TSLA,-0.2,2022-09-29 09:03:06+00:00,1,X
TSLA,0.0,2022-09-29 07:17:13+00:00,1,X
TSLA,0.4,2022-09-29 07:05:22+00:00,1,X
TSLA,0.21212121212121213,2022-09-29 07:05:19+00:00,1,X
TSLA,0.0,2022-09-29 07:00:01+00:00,1,X
TSLA,-0.25,2022-09-29 06:59:49+00:00,1,X
TSLA,0.09722222222222221,2022-09-29 06:54:36+00:00,1,X
TSLA,-0.75,2022-09-29 06:54:36+00:00,1,X
TSLA,0.16999999999999998,2022-09-29 06:27:03+00:00,1,X
TSLA,-0.2333333333333333,2022-09-29 06:23:32+00:00,1,X
TSLA,0.0,2022-09-29 06:06:48+00:00,1,X
TSLA,0.3666666666666667,2022-09-29 06:02:20+00:00,1,X
TSLA,0.21666666666666667,2022-09-29 05:51:42+00:00,1,X
TSLA,0.35,2022-09-29 05:38:00+00:00,1,X
TSLA,0.16,2022-09-29 05:19:26+00:00,1,X
TSLA,0.0,2022-09-29 04:46:00+00:00,1,X
TSLA,0.2,2022-09-29 04:33:59+00:00,1,X
TSLA,0.0,2022-09-29 04:26:50+00:00,1,X
TSLA,0.4166666666666667,2022-09-29 04:24:20+00:00,1,X
TSLA,0.26,2022-09-29 03:48:02+00:00,1,X
TSLA,-0.19999999999999998,2022-09-29 03:37:36+00:00,1,X
TSLA,0.3,2022-09-29 03:00:34+00:00,1,X
TSLA,0.0,2022-09-29 02:32:52+00:00,1,X
TSLA,0.3233766233766234,2022-09-29 02:04:58+00:00,1,X
TSLA,0.13794642857142855,2022-09-29 00:58:42+00:00,1,X
TSLA,0.2,2022-09-29 00:30:32+00:00,1,X
TSLA,0.0,2022-09-29 00:27:07+00:00,1,X
TSLA,-0.08333333333333333,2022-09-29 00:15:00+00:00,1,X
TSLA,0.07121212121212121,2022-09-29 00:03:43+00:00,1,X
TSLA,0.0,2022-09-28 23:00:01+00:00,1,X
TSLA,0.06818181818181818,2022-09-28 22:41:27+00:00,1,X
TSLA,0.31428571428571433,2022-09-28 22:23:24+00:00,1,X
TSLA,-0.12000000000000002,2022-09-28 21:41:55+00:00,1,X
TSLA,0.5,2022-09-28 21:41:43+00:00,1,X
TSLA,0.4166666666666667,2022-09-28 21:13:21+00:00,1,X
TSLA,0.13636363636363635,2022-09-28 21:02:56+00:00,1,X
TSLA,0.0,2022-09-28 21:00:03+00:00,1,X
TSLA,0.0,2022-09-28 20:59:45+00:00,1,X
TSLA,0.0,2022-09-28 20:47:35+00:00,1,X
TSLA,0.13636363636363635,2022-09-28 20:45:04+00:00,1,X
TSLA,0.6,2022-09-28 20:27:05+00:00,1,X
TSLA,0.0,2022-09-28 20:23:43+00:00,1,X
TSLA,0.2868181818181818,2022-09-28 19:40:35+00:00,1,X
TSLA,0.4166666666666667,2022-09-28 19:34:07+00:00,1,X
TSLA,0.5,2022-09-28 19:32:56+00:00,1,X
TSLA,0.1,2022-09-28 19:16:36+00:00,1,X
TSLA,-0.04375,2022-09-28 19:11:58+00:00,1,X
TSLA,0.0,2022-09-28 19:11:32+00:00,1,X
TSLA,0.0,2022-09-28 19:03:58+00:00,1,X
TSLA,0.2,2022-09-28 19:03:48+00:00,1,X
TSLA,0.0,2022-09-28 19:00:23+00:00,1,X
TSLA,0.5,2022-09-28 18:27:39+00:00,1,X
TSLA,0.024999999999999994,2022-09-28 18:19:01+00:00,1,X
TSLA,0.25,2022-09-28 17:54:39+00:00,1,X
TSLA,0.0,2022-09-28 17:53:37+00:00,1,X
TSLA,0.6333333333333333,2022-09-28 17:33:13+00:00,1,X
TSLA,0.0,2022-09-28 17:22:23+00:00,1,X
TSLA,-0.08794642857142858,2022-09-28 17:06:02+00:00,1,X
TSLA,0.037500000000000006,2022-09-28 16:54:46+00:00,1,X
TSLA,0.27777777777777773,2022-09-28 16:31:10+00:00,1,X
TSLA,0.175,2022-09-28 16:19:37+00:00,1,X
TSLA,0.4625,2022-09-28 16:10:51+00:00,1,X
TSLA,1.0,2022-09-28 16:04:57+00:00,1,X
TSLA,0.20357142857142857,2022-09-28 16:01:47+00:00,1,X
TSLA,0.5,2022-09-28 15:23:50+00:00,1,X
TSLA,0.1725,2022-09-28 15:21:54+00:00,1,X
TSLA,0.0,2022-09-28 15:16:49+00:00,1,X
TSLA,0.375,2022-09-28 15:15:48+00:00,1,X
TSLA,0.18333333333333335,2022-09-28 15:07:17+00:00,1,X
TSLA,0.0,2022-09-28 14:38:46+00:00,1,X
TSLA,-0.0625,2022-09-28 14:32:13+00:00,1,X
TSLA,0.24375,2022-09-28 14:26:10+00:00,1,X
TSLA,0.16666666666666666,2022-09-28 14:16:12+00:00,1,X
TSLA,-0.15555555555555556,2022-09-28 14:06:40+00:00,1,X
TSLA,0.0,2022-09-28 14:04:45+00:00,1,X
TSLA,-0.4,2022-09-28 13:41:34+00:00,1,X
TSLA,0.5,2022-09-28 13:23:05+00:00,1,X
TSLA,-0.6999999999999998,2022-09-28 13:19:47+00:00,1,X
TSLA,-0.11458333333333334,2022-09-28 12:45:46+00:00,1,X
TSLA,-0.2,2022-09-28 11:53:17+00:00,1,X
TSLA,0.0,2022-09-28 11:45:24+00:00,1,X
TSLA,0.25,2022-09-28 11:12:43+00:00,1,X
TSLA,0.5,2022-09-28 10:43:56+00:00,1,X
TSLA,0.37861111111111106,2022-09-28 10:30:29+00:00,1,X
TSLA,0.0,2022-09-28 09:59:57+00:00,1,X
TSLA,-0.05499999999999999,2022-09-28 09:48:13+00:00,1,X
TSLA,0.0,2022-09-28 09:28:01+00:00,1,X
TSLA,0.13636363636363635,2022-09-28 07:04:15+00:00,1,X
TSLA,0.0,2022-09-28 06:37:13+00:00,1,X
TSLA,-0.008333333333333331,2022-09-28 06:20:30+00:00,1,X
TSLA,-0.05000000000000001,2022-09-28 06:04:56+00:00,1,X
TSLA,0.0,2022-09-28 04:39:27+00:00,1,X
TSLA,-0.05555555555555555,2022-09-28 04:36:51+00:00,1,X
TSLA,0.3662109375,2022-09-28 04:01:52+00:00,1,X
TSLA,0.9,2022-09-28 03:47:55+00:00,1,X
TSLA,0.073125,2022-09-28 02:53:40+00:00,1,X
TSLA,0.0,2022-09-28 02:37:58+00:00,1,X
TSLA,0.375,2022-09-28 02:35:57+00:00,1,X
TSLA,0.0,2022-09-28 02:12:17+00:00,1,X
TSLA,0.32857142857142857,2022-09-28 02:00:39+00:00,1,X
TSLA,0.0,2022-09-28 01:40:22+00:00,1,X
TSLA,0.0,2022-09-28 01:30:32+00:00,1,X
TSLA,-0.1,2022-09-28 01:01:36+00:00,1,X
TSLA,0.22443181818181818,2022-09-28 00:19:06+00:00,1,X
TSLA,0.0,2022-09-27 23:42:09+00:00,1,X
TSLA,-0.125,2022-09-27 23:34:31+00:00,1,X
TSLA,0.0,2022-09-27 23:31:39+00:00,1,X
TSLA,-0.2,2022-09-27 22:56:43+00:00,1,X
TSLA,0.625,2022-09-27 22:47:43+00:00,1,X
TSLA,0.06666666666666665,2022-09-27 22:33:44+00:00,1,X
TSLA,0.17532467532467533,2022-09-27 22:17:25+00:00,1,X
TSLA,0.4,2022-09-27 22:01:52+00:00,1,X
TSLA,0.0,2022-09-27 21:59:30+00:00,1,X
TSLA,0.28125,2022-09-27 21:05:25+00:00,1,X
TSLA,0.16666666666666666,2022-09-27 20:06:47+00:00,1,X
TSLA,-0.25,2022-09-27 19:59:44+00:00,1,X
TSLA,0.0,2022-09-27 19:53:24+00:00,1,X
TSLA,0.0,2022-09-27 19:43:20+00:00,1,X
TSLA,0.0,2022-09-27 19:41:06+00:00,1,X
TSLA,0.095,2022-09-27 19:09:31+00:00,1,X
TSLA,0.7,2022-09-27 19:05:32+00:00,1,X
TSLA,0.1,2022-09-27 19:02:42+00:00,1,X
TSLA,0.0,2022-09-27 18:33:25+00:00,1,X
TSLA,0.0,2022-09-27 18:17:46+00:00,1,X
TSLA,0.375,2022-09-27 18:17:13+00:00,1,X
TSLA,0.4,2022-09-27 17:50:33+00:00,1,X
TSLA,-0.0625,2022-09-27 17:47:30+00:00,1,X
TSLA,0.0,2022-09-27 17:29:46+00:00,1,X
TSLA,0.15,2022-09-27 17:29:37+00:00,1,X
TSLA,-0.5,2022-09-27 17:21:39+00:00,1,X
TSLA,0.0,2022-09-27 17:10:38+00:00,1,X
TSLA,0.45,2022-09-27 17:02:59+00:00,1,X
TSLA,0.09999999999999998,2022-09-27 16:48:51+00:00,1,X
TSLA,0.21666666666666667,2022-09-27 16:41:17+00:00,1,X
TSLA,0.0,2022-09-27 16:21:02+00:00,1,X
TSLA,0.45625,2022-09-27 16:15:14+00:00,1,X
TSLA,0.125,2022-09-27 16:14:03+00:00,1,X
TSLA,-0.09523809523809523,2022-09-27 16:13:44+00:00,1,X
TSLA,0.21666666666666665,2022-09-27 16:09:58+00:00,1,X
TSLA,0.31666666666666665,2022-09-27 16:09:11+00:00,1,X
TSLA,-0.25,2022-09-27 16:02:43+00:00,1,X
TSLA,-0.08055555555555553,2022-09-27 15:56:34+00:00,1,X
TSLA,0.04285714285714286,2022-09-27 15:47:17+00:00,1,X
TSLA,0.0,2022-09-27 15:29:18+00:00,1,X
TSLA,0.028571428571428574,2022-09-27 15:16:01+00:00,1,X
TSLA,0.125,2022-09-27 15:03:05+00:00,1,X
TSLA,0.0,2022-09-27 15:00:29+00:00,1,X
TSLA,0.0,2022-09-27 14:56:37+00:00,1,X
TSLA,0.21666666666666667,2022-09-27 14:45:50+00:00,1,X
TSLA,0.0,2022-09-27 14:44:10+00:00,1,X
TSLA,0.0,2022-09-27 14:12:24+00:00,1,X
TSLA,0.10833333333333334,2022-09-27 13:58:26+00:00,1,X
TSLA,-0.016666666666666666,2022-09-27 13:48:33+00:00,1,X
TSLA,0.5,2022-09-27 13:46:22+00:00,1,X
TSLA,0.25,2022-09-27 13:43:41+00:00,1,X
TSLA,0.16666666666666666,2022-09-27 13:32:25+00:00,1,X
TSLA,0.025,2022-09-27 13:00:03+00:00,1,X
TSLA,0.0,2022-09-27 12:51:23+00:00,1,X
TSLA,0.0,2022-09-27 12:46:26+00:00,1,X
TSLA,0.07857142857142857,2022-09-27 12:40:13+00:00,1,X
TSLA,0.0,2022-09-27 12:26:20+00:00,1,X
TSLA,0.0,2022-09-27 11:54:38+00:00,1,X
TSLA,0.20800000000000002,2022-09-27 11:48:36+00:00,1,X
TSLA,0.0,2022-09-27 11:23:28+00:00,1,X
TSLA,0.0,2022-09-27 11:10:48+00:00,1,X
TSLA,-0.041666666666666664,2022-09-27 11:07:32+00:00,1,X
TSLA,0.0,2022-09-27 11:06:18+00:00,1,X
TSLA,0.18055555555555558,2022-09-27 10:48:44+00:00,1,X
TSLA,0.008333333333333331,2022-09-27 10:34:19+00:00,1,X
TSLA,0.20800000000000002,2022-09-27 10:03:43+00:00,1,X
TSLA,0.0,2022-09-27 09:12:54+00:00,1,X
TSLA,-0.03333333333333333,2022-09-27 08:49:50+00:00,1,X
TSLA,0.0,2022-09-27 07:31:47+00:00,1,X
TSLA,0.13636363636363635,2022-09-27 06:44:29+00:00,1,X
TSLA,0.3,2022-09-27 06:14:24+00:00,1,X
TSLA,-0.19444444444444445,2022-09-27 06:07:55+00:00,1,X
TSLA,0.225,2022-09-27 05:53:15+00:00,1,X
TSLA,0.0,2022-09-27 05:05:26+00:00,1,X
TSLA,0.0,2022-09-27 04:06:37+00:00,1,X
TSLA,-0.07500000000000001,2022-09-27 03:30:33+00:00,1,X
TSLA,0.0,2022-09-27 03:20:24+00:00,1,X
TSLA,0.0,2022-09-27 03:18:16+00:00,1,X
TSLA,0.0,2022-09-27 03:11:43+00:00,1,X
TSLA,-0.10833333333333334,2022-09-27 02:49:51+00:00,1,X
TSLA,0.06666666666666667,2022-09-27 02:41:15+00:00,1,X
TSLA,0.4642857142857143,2022-09-27 02:25:21+00:00,1,X
TSLA,0.2,2022-09-27 02:20:05+00:00,1,X
TSLA,0.0,2022-09-27 00:43:48+00:00,1,X
TSLA,0.15833333333333333,2022-09-27 00:26:41+00:00,1,X
TSLA,0.0,2022-09-26 23:55:31+00:00,1,X
TSLA,0.29,2022-09-26 23:30:44+00:00,1,X
TSLA,0.65,2022-09-26 23:26:00+00:00,1,X
TSLA,-0.016666666666666666,2022-09-26 23:07:57+00:00,1,X
TSLA,0.4,2022-09-26 23:07:30+00:00,1,X
TSLA,0.3,2022-09-26 22:40:02+00:00,1,X
TSLA,0.5,2022-09-26 22:30:17+00:00,1,X
TSLA,0.16666666666666666,2022-09-26 21:55:31+00:00,1,X
TSLA,0.0,2022-09-26 21:50:14+00:00,1,X
TSLA,0.0,2022-09-26 21:19:26+00:00,1,X
TSLA,0.3275,2022-09-26 21:12:26+00:00,1,X
TSLA,0.0,2022-09-26 21:11:02+00:00,1,X
TSLA,0.022000000000000002,2022-09-26 20:39:52+00:00,1,X
TSLA,0.2375,2022-09-26 19:48:05+00:00,1,X
TSLA,0.13333333333333333,2022-09-26 19:12:01+00:00,1,X
TSLA,-0.023333333333333334,2022-09-26 18:59:31+00:00,1,X
TSLA,0.10416666666666666,2022-09-26 17:52:18+00:00,1,X
TSLA,0.0,2022-09-26 17:31:17+00:00,1,X
TSLA,0.0,2022-09-26 17:28:30+00:00,1,X
TSLA,0.0,2022-09-26 16:51:35+00:00,1,X
TSLA,0.08333333333333333,2022-09-26 16:50:41+00:00,1,X
TSLA,-0.13888888888888892,2022-09-26 16:43:28+00:00,1,X
TSLA,0.16666666666666666,2022-09-26 16:32:38+00:00,1,X
TSLA,-0.16,2022-09-26 16:27:56+00:00,1,X
TSLA,0.095,2022-09-26 16:26:10+00:00,1,X
TSLA,0.5,2022-09-26 16:26:03+00:00,1,X
TSLA,0.0,2022-09-26 16:15:51+00:00,1,X
TSLA,-0.18333333333333335,2022-09-26 16:02:21+00:00,1,X
TSLA,0.0,2022-09-26 15:35:11+00:00,1,X
TSLA,0.04545454545454545,2022-09-26 15:33:48+00:00,1,X
TSLA,0.0,2022-09-26 15:23:10+00:00,1,X
TSLA,0.3,2022-09-26 15:19:18+00:00,1,X
TSLA,0.0,2022-09-26 15:14:49+00:00,1,X
TSLA,0.2380952380952381,2022-09-26 15:14:40+00:00,1,X
TSLA,0.5,2022-09-26 15:06:11+00:00,1,X
TSLA,0.25,2022-09-26 14:05:21+00:00,1,X
TSLA,0.7000000000000001,2022-09-26 13:51:27+00:00,1,X
TSLA,0.16666666666666666,2022-09-26 13:33:56+00:00,1,X
TSLA,-0.016666666666666666,2022-09-26 13:00:03+00:00,1,X
TSLA,0.0,2022-09-26 12:19:16+00:00,1,X
TSLA,-0.5777777777777777,2022-09-26 12:13:38+00:00,1,X
TSLA,0.6666666666666666,2022-09-26 11:54:24+00:00,1,X
TSLA,0.1,2022-09-26 11:53:12+00:00,1,X
TSLA,0.09,2022-09-26 11:45:23+00:00,1,X
TSLA,0.03333333333333338,2022-09-26 11:39:43+00:00,1,X
TSLA,0.0,2022-09-26 11:17:57+00:00,1,X
TSLA,1.0,2022-09-26 11:06:32+00:00,1,X
TSLA,0.0,2022-09-26 10:50:00+00:00,1,X
TSLA,0.0,2022-09-26 09:45:50+00:00,1,X
TSLA,0.1875,2022-09-26 08:08:34+00:00,1,X
TSLA,-0.2318181818181818,2022-09-26 07:14:30+00:00,1,X
TSLA,0.0,2022-09-26 04:39:50+00:00,1,X
TSLA,0.3333333333333333,2022-09-26 04:21:32+00:00,1,X
TSLA,0.23000000000000004,2022-09-26 04:12:16+00:00,1,X
TSLA,0.11666666666666667,2022-09-26 04:08:22+00:00,1,X
TSLA,-0.3374999999999999,2022-09-26 04:02:20+00:00,1,X
TSLA,0.011904761904761904,2022-09-26 03:33:54+00:00,1,X
TSLA,0.5,2022-09-26 03:17:00+00:00,1,X
TSLA,0.2333333333333333,2022-09-26 03:15:21+00:00,1,X
TSLA,-0.125,2022-09-26 02:25:05+00:00,1,X
TSLA,0.0,2022-09-26 02:08:39+00:00,1,X
TSLA,0.484,2022-09-26 01:43:46+00:00,1,X
TSLA,0.76875,2022-09-26 01:02:45+00:00,1,X
TSLA,0.0,2022-09-26 00:59:24+00:00,1,X
TSLA,0.2551515151515152,2022-09-26 00:58:57+00:00,1,X
TSLA,0.06666666666666668,2022-09-26 00:53:32+00:00,1,X
TSLA,0.2,2022-09-26 00:47:51+00:00,1,X
TSLA,0.125,2022-09-26 00:46:03+00:00,1,X
TSLA,0.05,2022-09-26 00:42:44+00:00,1,X
TSLA,0.0,2022-09-26 00:38:18+00:00,1,X
TSLA,0.13636363636363635,2022-09-26 00:38:17+00:00,1,X
TSLA,0.0,2022-09-26 00:01:01+00:00,1,X
TSLA,0.0,2022-09-25 23:33:24+00:00,1,X
TSLA,0.15,2022-09-25 22:43:13+00:00,1,X
TSLA,-0.2759259259259259,2022-09-25 21:57:44+00:00,1,X
TSLA,0.0,2022-09-25 21:55:17+00:00,1,X
TSLA,0.0,2022-09-25 20:49:08+00:00,1,X
TSLA,0.35,2022-09-25 19:16:36+00:00,1,X
TSLA,0.1,2022-09-25 18:51:59+00:00,1,X
TSLA,-0.14305555555555555,2022-09-25 18:18:19+00:00,1,X
TSLA,0.0,2022-09-25 17:41:45+00:00,1,X
TSLA,0.0,2022-09-25 17:10:42+00:00,1,X
TSLA,0.3,2022-09-25 16:56:22+00:00,1,X
TSLA,0.0,2022-09-25 16:48:45+00:00,1,X
TSLA,0.16666666666666666,2022-09-25 15:45:17+00:00,1,X
TSLA,0.3333333333333333,2022-09-25 15:05:17+00:00,1,X
TSLA,0.2,2022-09-25 15:00:01+00:00,1,X
TSLA,0.0,2022-09-25 14:34:16+00:00,1,X
TSLA,0.06666666666666667,2022-09-25 14:06:17+00:00,1,X
TSLA,0.1547619047619048,2022-09-25 13:58:49+00:00,1,X
TSLA,0.09523809523809523,2022-09-25 13:47:08+00:00,1,X
TSLA,0.0,2022-09-25 13:44:17+00:00,1,X
TSLA,-0.14111111111111113,2022-09-25 13:34:33+00:00,1,X
TSLA,-0.17500000000000002,2022-09-25 13:16:54+00:00,1,X
TSLA,0.7,2022-09-25 13:11:31+00:00,1,X
TSLA,0.35,2022-09-25 12:49:15+00:00,1,X
TSLA,0.225,2022-09-25 12:09:02+00:00,1,X
TSLA,0.0,2022-09-25 09:34:07+00:00,1,X
TSLA,0.6104166666666666,2022-09-25 09:15:30+00:00,1,X
TSLA,0.12424242424242422,2022-09-25 07:03:25+00:00,1,X
TSLA,0.05000000000000002,2022-09-25 06:54:23+00:00,1,X
TSLA,0.1,2022-09-25 05:49:10+00:00,1,X
TSLA,0.13636363636363635,2022-09-25 05:15:42+00:00,1,X
TSLA,0.3023148148148148,2022-09-25 04:22:27+00:00,1,X
TSLA,0.2125,2022-09-25 03:14:00+00:00,1,X
TSLA,0.1,2022-09-25 02:36:19+00:00,1,X
TSLA,0.16666666666666666,2022-09-25 01:27:52+00:00,1,X
TSLA,0.4,2022-09-25 01:17:50+00:00,1,X
TSLA,0.2,2022-09-24 23:51:43+00:00,1,X
TSLA,0.0,2022-09-24 22:56:40+00:00,1,X
TSLA,0.0,2022-09-24 22:03:38+00:00,1,X
TSLA,0.1,2022-09-24 20:53:16+00:00,1,X
TSLA,0.0,2022-09-24 20:31:51+00:00,1,X
TSLA,0.2333333333333333,2022-09-24 20:14:53+00:00,1,X
TSLA,0.3333333333333333,2022-09-24 20:13:23+00:00,1,X
TSLA,-0.16875,2022-09-24 20:05:32+00:00,1,X
TSLA,0.09097222222222219,2022-09-24 19:33:38+00:00,1,X
TSLA,0.3,2022-09-24 19:28:16+00:00,1,X
TSLA,0.0,2022-09-24 18:53:05+00:00,1,X
TSLA,0.0,2022-09-24 18:33:37+00:00,1,X
TSLA,0.0,2022-09-24 18:29:00+00:00,1,X
TSLA,0.0,2022-09-24 17:54:35+00:00,1,X
TSLA,-0.1,2022-09-24 17:38:32+00:00,1,X
TSLA,0.0,2022-09-24 17:35:37+00:00,1,X
TSLA,0.036111111111111115,2022-09-24 17:25:43+00:00,1,X
TSLA,0.03333333333333333,2022-09-24 17:19:24+00:00,1,X
TSLA,0.0,2022-09-24 17:07:25+00:00,1,X
TSLA,0.3075,2022-09-24 16:44:06+00:00,1,X
TSLA,0.625,2022-09-24 16:38:30+00:00,1,X
TSLA,0.4283333333333334,2022-09-24 16:35:07+00:00,1,X
TSLA,-0.039999999999999994,2022-09-24 15:49:52+00:00,1,X
TSLA,0.2,2022-09-24 15:22:38+00:00,1,X
TSLA,0.3181818181818182,2022-09-24 14:29:00+00:00,1,X
TSLA,1.0,2022-09-24 14:15:57+00:00,1,X
TSLA,-0.010000000000000009,2022-09-24 14:11:40+00:00,1,X
TSLA,0.0,2022-09-24 14:00:01+00:00,1,X
TSLA,0.0,2022-09-24 13:26:11+00:00,1,X
TSLA,0.4666666666666666,2022-09-24 12:59:56+00:00,1,X
TSLA,0.11448412698412698,2022-09-24 12:52:18+00:00,1,X
TSLA,0.3333333333333333,2022-09-24 10:18:04+00:00,1,X
TSLA,0.3666666666666667,2022-09-24 10:00:00+00:00,1,X
TSLA,0.03148148148148148,2022-09-24 09:56:39+00:00,1,X
TSLA,0.0,2022-09-24 07:18:11+00:00,1,X
TSLA,0.13636363636363635,2022-09-24 06:51:03+00:00,1,X
TSLA,0.48333333333333334,2022-09-24 03:02:51+00:00,1,X
TSLA,0.35714285714285715,2022-09-24 02:52:26+00:00,1,X
TSLA,0.125,2022-09-24 02:16:28+00:00,1,X
TSLA,-0.4000000000000001,2022-09-24 01:06:33+00:00,1,X
TSLA,0.0,2022-09-24 00:24:29+00:00,1,X
TSLA,0.0,2022-09-23 23:40:18+00:00,1,X
TSLA,-0.3,2022-09-23 23:25:04+00:00,1,X
TSLA,0.0,2022-09-23 23:02:14+00:00,1,X
TSLA,0.25,2022-09-23 22:50:25+00:00,1,X
TSLA,0.16666666666666666,2022-09-23 22:34:01+00:00,1,X
TSLA,0.13333333333333333,2022-09-23 22:30:43+00:00,1,X
TSLA,0.13636363636363635,2022-09-23 22:00:11+00:00,1,X
TSLA,0.4166666666666667,2022-09-23 21:52:38+00:00,1,X
TSLA,0.1625,2022-09-23 21:47:27+00:00,1,X
TSLA,-0.125,2022-09-23 21:30:38+00:00,1,X
TSLA,-0.3,2022-09-23 21:27:08+00:00,1,X
TSLA,0.3541666666666667,2022-09-23 21:05:04+00:00,1,X
TSLA,-0.07777777777777778,2022-09-23 20:47:08+00:00,1,X
